source_id,record_id,family_office_name,source_url,source_type,apify_matched,apify_crawled_url,is_pdf,markdown_chars,evidence_snippet,html_url,screenshot_url,notes
fo_005_src_01,fo_005,SJS Investment Services,https://www.sjsinvest.com/,official_site,True,https://www.sjsinvest.com/,False,11984,"# SJS Investment Services | Financial and Investment Services ![](https://images.squarespace-cdn.com/content/v1/5ee8ee8eb4fb337e3b806c1e/9c5912e8-d96a-4672-93d5-cdaa87347d23/SJS-Brookwood-Home+Page+Bridge.jpg) ## **Empowering You to Build a Better Life** ## **Serving Northwest Ohio and** **Beyond** **Since 1995** For over 30 years, we’ve guided individuals, families, and organizations with one clear purpose: to put your interests first—always.",,,Matched
fo_005_src_02,fo_005,SJS Investment Services,https://www.sjsinvest.com/multi-family-office,official_site,True,https://www.sjsinvest.com/multi-family-office,False,7485,"# Financial and Investment Services | SJS Investment Services ![](https://images.squarespace-cdn.com/content/v1/5ee8ee8eb4fb337e3b806c1e/6ae34fb5-3c52-4119-85b5-66fe0ce55174/SJS+Multi-Family+Office.jpg) ## **Multi-Family Office** ## **Your family’s** **command center** **for wealth management.** The SJS Multi-Family Office acts as your centralized “command center,” collaborating with your existing professionals to align estate, tax, accounting, legal, and investment strategies around your family’s goals.",,,Matched
fo_006_src_01,fo_006,CM Wealth,https://www.cmwealthadvisors.com/,official_site,True,https://www.cmwealthadvisors.com/,False,4893,# CM Wealth | Your Family Office Video is not available or format is not supported.,,,Matched
fo_006_src_02,fo_006,CM Wealth,https://www.cmwealthadvisors.com/services,official_site,True,https://www.cmwealthadvisors.com/services,False,2863,# Family Office & Wealth Management Services | CM Wealth — CM Wealth | Your Family Office ## **Wealth and Lifestyle Services for Multi-Gen Families** Gain a partner who unifies family and service providers.,,,Matched
fo_006_src_03,fo_006,CM Wealth,https://www.cmwealthadvisors.com/s/2026-03-24-Form-ADV-Part-2A-Final.pdf,official_disclosure,False,,True,0,,,,PDF excluded from website-content-crawler
fo_007_src_01,fo_007,JFG Family Office,https://jfgfamilyoffice.com/,official_site,True,https://jfgfamilyoffice.com/,False,640,"# JFG Family Office Introducing ## a better way to manage your family’s wealth [""A Better Way""](https://jfgfamilyoffice.com/better-way) ## Our Legacy Our history as a single family office spans 40 years and encompasses four generations.",,,Matched
fo_007_src_02,fo_007,JFG Family Office,https://jfgfamilyoffice.com/better-way,official_site,True,https://jfgfamilyoffice.com/better-way,False,2966,# A Better Way :: JFG Family Office ### What is A Better Way?,,,Matched
fo_007_src_03,fo_007,JFG Family Office,https://jfgfamilyoffice.com/pdf/JFG-Family-Office-Form-CRS.pdf,official_disclosure,False,,True,0,,,,PDF excluded from website-content-crawler
fo_008_src_01,fo_008,Lennertz & Co.,https://www.lennertz.com/en,official_site,True,https://www.lennertz.com/en,False,16713,Ihr Multi Family Office Lennertz & Co.,,,Matched
fo_008_src_02,fo_008,Lennertz & Co.,https://www.lennertz.com/en#family-office,official_site,True,https://www.lennertz.com/en,False,16713,Ihr Multi Family Office Lennertz & Co.,,,Matched by canonical URL without fragment
fo_009_src_01,fo_009,Venitage,https://venitage.com/,official_site,True,https://venitage.com/,False,8010,"# Gjelina: California Cool in Venice Beach Gjelina, on Abbot Kinney Boulevard, epitomizes Los Angeles' laid-back dining with wood-fired pizzas, seasonal plates, and a bustling atmosphere. As a Venice Beach staple, it attracts crowds from breakfast to late night, offering a rustic-chic experience. The menu is an ever-changing celebration of local California produce, with simple preparations that let flavors shine. Communal tables and a lively patio make every meal a social affair, while the kitchen's focus on sustainability and quality keeps food lovers coming back. Whether you're stopping in f",,,Matched
fo_009_src_02,fo_009,Venitage,https://venitage.com/lander,official_site,True,https://venitage.com/lander,False,8010,"# Gjelina: California Cool in Venice Beach Gjelina, on Abbot Kinney Boulevard, epitomizes Los Angeles' laid-back dining with wood-fired pizzas, seasonal plates, and a bustling atmosphere. As a Venice Beach staple, it attracts crowds from breakfast to late night, offering a rustic-chic experience. The menu is an ever-changing celebration of local California produce, with simple preparations that let flavors shine. Communal tables and a lively patio make every meal a social affair, while the kitchen's focus on sustainability and quality keeps food lovers coming back. Whether you're stopping in f",,,Matched
fo_010_src_01,fo_010,Boston Multi Family Office,https://bostonmfo.com/,official_site,True,https://bostonmfo.com/,False,4531,"## About Us We are a Multi Family Office and multi-jurisdictional trust and corporate services provider with offices in the Isle of Man, Jersey and Malta.",,,Matched
fo_010_src_02,fo_010,Boston Multi Family Office,https://bostonmfo.com/services/family-office/,official_site,True,https://bostonmfo.com/services/family-office/,False,5096,# Family Office - Boston MFO Our family office clients are at the centre of a global community of highly qualified attentive professionals.,,,Matched
fo_011_src_01,fo_011,The O'Donnell Group,https://www.ogwealth.com/,official_site,True,https://www.ogwealth.com/,False,3231,"# The O'Donnell Group ![](https://images.squarespace-cdn.com/content/v1/67c73bfcb468854016375e93/63b33144-592e-479d-82c5-2e50ec84df31/unsplash-image-ljvKJ84BV3o.jpg) ![](https://images.squarespace-cdn.com/content/v1/67c73bfcb468854016375e93/b3a88b41-4bc6-47be-b036-1be1ff1d1357/logo-ogpw-inverse%402x.png) ## **Wealth, managed with intention.** ## Align your financial strategies with your life and legacy.",,,Matched
fo_011_src_02,fo_011,The O'Donnell Group,https://www.ogwealth.com/our-services/family-office,official_site,True,https://www.ogwealth.com/our-services/family-office,False,3351,# Family Office Services — The O'Donnell Group ![](https://images.squarespace-cdn.com/content/v1/67c73bfcb468854016375e93/2e8c4171-5292-40ff-a50e-d1f3c0345895/unsplash-image-T7K4aEPoGGk.jpg) ## Office support without the office overhead.,,,Matched
fo_011_src_03,fo_011,The O'Donnell Group,https://www.ogwealth.com/s/OG-Wealth_Form-ADV-Part-2A-Chico-Wealth-RIA-INC_02-02-2026_FINAL.pdf,official_disclosure,False,,True,0,,,,PDF excluded from website-content-crawler
fo_012_src_01,fo_012,SSA Swiss Advisors AG,https://www.ssa-wa.com/,official_site,True,https://www.ssa-wa.com/,False,2249,"# SSA Wealth Advisors | Index ## SSA Wealth Advisors (SSA Swiss Advisors AG) provides both Multi-Family Office and Investment Advisory & Discretionary Management Services We combine the advantages of an independent investment advisor with the stability of being backed by Santander Group, one of the world’s top financial institutions.",,,Matched
fo_012_src_02,fo_012,SSA Swiss Advisors AG,https://www.ssa-wa.com/files/SSA-Form-ADVPart2A.pdf,official_disclosure,False,,True,0,,,,PDF excluded from website-content-crawler
fo_013_src_01,fo_013,Scott Capital Partners,https://scottcp.com/,official_site,True,https://scottcp.com/,False,24265,"# Scott Capital Partners - Private Client Investment Management Home[david](https://scottcp.com/author/david/ ""Posts by david"")2025-11-26T14:21:16+00:00 “Our independent family office acts alongside you to manage your family’s wealth, achieving the optimal balance of preservation, enhancement and a sense of purpose for your wealth.” ## Approach #### [Your Journey](https://scottcp.com/#8e6d6209018be25c6) As you journey through life, your focus on maximising, preserving, and enjoying your wealth will change.",,,Matched
fo_013_src_02,fo_013,Scott Capital Partners,https://scottcp.com/wp-content/uploads/2025/06/Brochure-Form-ADV-Part-2A.pdf,official_disclosure,False,,True,0,,,,PDF excluded from website-content-crawler
fo_014_src_01,fo_014,Third View Private Wealth,https://www.thirdviewpw.com/,official_site,True,https://www.thirdviewpw.com/,False,7541,"# Third View Private Wealth | Uncompromising Stewardship ![Third_View_Private_Wealth_Navigation_At_Sea_2500.jpg](https://static.wixstatic.com/media/fe4116_546ed9cbd04447319bc999ae2c2a75bf~mv2.jpg/v1/fill/w_147,h_92,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Third_View_Private_Wealth_Navigation_At_Sea_2500.jpg) ## Uncompromising stewardship.",,,Matched
fo_014_src_02,fo_014,Third View Private Wealth,https://www.thirdviewpw.com/our-services,official_site,True,https://www.thirdviewpw.com/our-services,False,3283,"# Our Services | Third View Private Wealth ##### OUR SERVICES ## Our clients value our dedication to protecting their wealth, maximizing their impact and ensuring their peace-of-mind.",,,Matched
fo_014_src_03,fo_014,Third View Private Wealth,https://www.thirdviewpw.com/press/third-view-private-wealth-officially-launches-with-advisors-previously-managing-approximately-%241-billion-in-client-assets,official_site,True,https://www.thirdviewpw.com/press/third-view-private-wealth-officially-launches-with-advisors-previously-managing-approximately-%241-billion-in-client-assets,False,2829,"# Third View Private Wealth Officially Launches with Advisors Previously Managing $1 Billion in Assets **Founding Partners Bring Multi-Family Office Expertise to High-Net-Worth and Ultra-High-Net-Worth Clients Nationwide** WESTPORT, Conn.--(BUSINESS WIRE)--Third View Private Wealth, a newly launched SEC-registered investment advisor (RIA) announces its official opening.",,,Matched
fo_015_src_01,fo_015,Haven Private,https://www.havenprivate.com/,official_site,True,https://www.havenprivate.com/,False,2966,"# Multi-Family Office & Wealth Management for Successful Families, Business Owners, and Professionals ![](https://images.squarespace-cdn.com/content/v1/6258479ac89e036e90a06b45/1657921747589-8P1HZSZ219HGDAZCKDCI/image-asset.jpeg) ## Supporting your family with timely advice.",,,Matched
fo_015_src_02,fo_015,Haven Private,https://www.havenprivate.com/about-1,official_site,True,https://www.havenprivate.com/about-1,False,2858,"# About Haven Private | Fiduciary Advisors & Multi-Family Office Team — Haven Private ![](https://images.squarespace-cdn.com/content/v1/6258479ac89e036e90a06b45/fafe5ec3-d016-42a1-84c3-e02f4739c435/Haven+Web+Headshot+Spring+2025.jpg) ## About Us ## We Are Different Our team is purposely built with diverse skill sets and credentials, surrounding our client families with the specialties they need to achieve their financial goals.",,,Matched
fo_016_src_01,fo_016,PremjiInvest,https://www.premjiinvest.com/,official_site,True,https://www.premjiinvest.com/,False,419,"### 165+ total investments ‍ ### $20b+ aggregate portfolio revenue ### 12+ IPOs, 7+ M&A events Read more",,,Matched
fo_016_src_02,fo_016,PremjiInvest,https://www.premjiinvest.com/purpose,official_site,True,https://www.premjiinvest.com/purpose,False,1936,"165 + total investments $20b+ aggregate portfolio revenue 12 + IPOs, 7+ M&A events ## Our continued ambition 6.38m school students covered through education work 4,300+ graduates from the Azim Premji Universities 2,400 Foundation team members our story Since 2001, Azim Premji, Founder Chairman of Wipro, has irrevocably donated a majority of his wealth to create an endowment funding the Azim Premji Foundation.",,,Matched
fo_016_src_03,fo_016,PremjiInvest,https://www.premjiinvest.com/team,official_site,True,https://www.premjiinvest.com/team,False,322,"# Premji Invest | People ## Our US Team ## PI Team VIEW BY Focus Thank you! Your submission has been received! Oops! Something went wrong while submitting the form. For-profit investing, for good. Learn more about what drives our team. [ OUR PURPOSE ](https://www.premjiinvest.com/purpose) ## CXO Board Members",,,Matched
fo_017_src_01,fo_017,Wildcat Capital Management,https://www.wildcatcap.com/,official_site,True,https://www.wildcatcap.com/,False,352,"# Wildcat Capital Management We employ a collaborative approach, providing our management partners with the equity capital to grow and the latitude to make the right strategic investments to drive long-term value creation.",,,Matched
fo_017_src_02,fo_017,Wildcat Capital Management,https://www.wildcatcap.com/legal-notices-and-website-terms-of-use,official_site,True,https://www.wildcatcap.com/legal-notices-and-website-terms-of-use,False,24386,"Wildcat is an independent investment adviser and is not owned, controlled or managed by David Bonderman.",,,Matched
fo_017_src_03,fo_017,Wildcat Capital Management,https://adviserinfo.sec.gov/firm/summary/162178,regulator,True,https://adviserinfo.sec.gov/firm/summary/162178,False,828,"# WILDCAT CAPITAL MANAGEMENT, LLC - Investment Adviser Firm B Broker A brokerage firm, also called a broker-dealer, is in the business of buying and selling securities – stocks, bonds, mutual funds, and certain other investment products – on behalf of its customer (as broker), for its own bank (dealer), or both.",,,Matched
fo_018_src_01,fo_018,AT Capital Group,https://atcapital.com.sg/,official_site,True,https://atcapital.com.sg/,False,533,"# Home - AT Capital #### Corporate Governance Our personal values are reflected strongly in the emphasis that we place on good corporate governance. Business integrity, professionalism and transparency are non-negotiable principles. [ read more ](https://atcapital.com.sg/our-commitments/#1) #### Environmental & Social Responsibility We believe that all businesses have a responsibility for taking care of the environment and the communities that we operate in. [ read more ](https://atcapital.com.sg/our-commitments/#2)",,,Matched
fo_018_src_02,fo_018,AT Capital Group,https://atcapital.com.sg/about-us/,official_site,True,https://atcapital.com.sg/about-us/,False,3646,"# About Us - AT Capital #### Headquartered in Singapore, AT Group was founded by Mr Arvind Tiku as a progressive investment company, with a view to making a sustainable difference in all its global investments.",,,Matched
fo_018_src_03,fo_018,AT Capital Group,https://atcapital.com.sg/our-investments/,official_site,True,https://atcapital.com.sg/our-investments/,False,2095,"# Our Investments - AT Capital #### Our main investment focus areas are Real Estate, Renewable Energy, Private & Structured Credit and Public Markets.",,,Matched
fo_019_src_01,fo_019,East Rock Capital,https://eastrockcap.com/,official_site,True,https://eastrockcap.com/,False,387,# Home - East Rock Capital ## A generational wealth manager serving a select group of families since 2006.,,,Matched
fo_019_src_02,fo_019,East Rock Capital,https://eastrockcap.com/public/private-markets-investing-an-alternative-approach-for-families/,official_site,True,https://eastrockcap.com/public/private-markets-investing-an-alternative-approach-for-families/,False,21838,"# Private Markets Investing: An Alternative Model Last updated: October 2020 ## Introduction At East Rock, our approach to family asset allocation starts with the simple notion that there are two types of investments: liquid and illiquid.",,,Matched
fo_020_src_01,fo_020,Verlinvest,https://www.verlinvest.com/,official_site,True,https://www.verlinvest.com/,False,22834,"# Verlinvest ## Where we focus: ![](https://www.verlinvest.com/_next/image/?url=https%3A%2F%2Fmedia.verlinvest.com%2Fwp-content%2Fuploads%2F2023%2F04%2FFMCG-min.png&w=1920&q=75) High-growth, category-defining brands with a culture of constant product innovation. ### Food, beverage & FMCG ![](https://www.verlinvest.com/_next/image/?url=https%3A%2F%2Fmedia.verlinvest.com%2Fwp-content%2Fuploads%2F2023%2F02%2Fnate-johnston-UhVxAkKw8gQ-unsplash-scaled.jpg&w=3840&q=75) Consumer-centric, transparent, personalized models with digital potential. ### Health ![](https://www.verlinvest.com/_next/image/?ur",,,Matched
fo_020_src_02,fo_020,Verlinvest,https://www.verlinvest.com/approach/,official_site,True,https://www.verlinvest.com/approach/,False,3573,"# Approach | Verlinvest ## Where we focus: ![](https://www.verlinvest.com/_next/image/?url=https%3A%2F%2Fmedia.verlinvest.com%2Fwp-content%2Fuploads%2F2023%2F04%2FFMCG-min.png&w=1920&q=75) High-growth, category-defining brands with a culture of constant product innovation. ### Food, beverage & FMCG ![](https://www.verlinvest.com/_next/image/?url=https%3A%2F%2Fmedia.verlinvest.com%2Fwp-content%2Fuploads%2F2023%2F03%2Fnate-johnston-UhVxAkKw8gQ-unsplash-scaled.jpg&w=3840&q=75) Consumer-centric, transparent, personalized models with digital potential. ### Health ![](https://www.verlinvest.com/_nex",,,Matched
fo_020_src_03,fo_020,Verlinvest,https://www.verlinvest.com/team/,official_site,True,https://www.verlinvest.com/team/,False,167,# Team - Verlinvest ### Meet our team ![](https://www.verlinvest.com/images/world.png) * Our People * Our Advisors & Experts * Our Independent Board Members,,,Matched
fo_021_src_01,fo_021,Okabena Company,https://okabena.com/,official_site,True,https://okabena.com/,False,2911,"# Home - Okabena [Skip to content](https://okabena.com/#primary) OUR PURPOSE ## Making Clients’ Lives Easier Since 1967 **Our goal is to allow you to focus on pursuing your personal, professional, and philanthropic passions.** Since 1967, Okabena has helped clients preserve family wealth, build legacies, and simplify their financial lives by providing customized and coordinated family office and investment services.",,,Matched
fo_021_src_02,fo_021,Okabena Company,https://okabena.com/team/,official_site,True,https://okabena.com/team/,False,551,"# Team - Okabena **Okabena offers clients a dedicated and unified team of investment, financial planning, tax, client service and administrative professionals who embody our firm values:** * ### Integrity as a fiduciary, our clients’ interests always come first * ### Service Excellence we have a purpose and passion for service and client satisfaction * ### Client Centric everything we do is for the benefit of our clients * ### Collaborative we operate and deliver our services as a team",,,Matched
fo_022_src_01,fo_022,Major Domus,https://www.mdmfo.com/public-access/about-us/,official_site,True,https://www.mdmfo.com/public-access/about-us/,False,2583,"# Multi-Family Office Team | Global Asset Management and Private Banking ## The meaning of Major Domus According to Amil, R.",,,Matched
fo_022_src_02,fo_022,Major Domus,https://www.mdmfo.com/vip-access/?mepr-unauth-page=11739&redirect_to=%2Fvip%2Fservices-and-products%2F,official_site,True,https://www.mdmfo.com/vip-access/?mepr-unauth-page=11739&redirect_to=%2Fvip%2Fservices-and-products%2F,False,245,"# UHNW Access » Major Domus Pty. Ltd. UHNW Access[Simon Marek](https://www.mdmfo.com/author/inkwire/ ""Posts by Simon Marek"")2021-07-26T16:45:57+08:00 This content is restricted to our UHNW Members. _Professional and Wholesale Investors only._",,,Matched
fo_023_src_01,fo_023,Persimmon Capital Management,https://www.persimmoncapital.com/,official_site,True,https://www.persimmoncapital.com/,False,1666,"# Home | Persimmon Capital Management ## Welcome to Persimmon Capital Management We are a family focused, privately owned, boutique wealth advisory firm serving select families, family offices, foundations and endowments as both a multi-family office and chief investment officer.",,,Matched
fo_023_src_02,fo_023,Persimmon Capital Management,https://www.persimmoncapital.com/files/pcm_form_adv_part_2a_3-6-2026.pdf,official_disclosure,False,,True,0,,,,PDF excluded from website-content-crawler
fo_024_src_01,fo_024,Cypress Point Wealth Management,https://www.cypresspointwealth.com/,official_site,True,https://www.cypresspointwealth.com/,False,177,# Home | Cypress Point ![Cypress Point logo white](https://www.cypresspointwealth.com/wp-content/uploads/2025/06/cypress-point-logo-hero.svg) ## Simplifying the Chaos of Life™,,,Matched
fo_024_src_02,fo_024,Cypress Point Wealth Management,https://www.cypresspointwealth.com/wp-content/uploads/2025/06/2025-Cypress-Point-ADV-CRS.pdf,official_disclosure,False,,True,0,,,,PDF excluded from website-content-crawler
fo_025_src_01,fo_025,Hamilton Gray Wealth Management,https://www.hamiltongraywealth.com/,official_site,True,https://www.hamiltongraywealth.com/,False,827,"# Hamilton Gray Wealth Management, LLC John H.",,,Matched
fo_025_src_02,fo_025,Hamilton Gray Wealth Management,https://www.hamiltongraywealth.com/about-hgwm,official_site,True,https://www.hamiltongraywealth.com/about-hgwm,False,2780,"# About Us — Hamilton Gray Wealth Management, LLC As an advocate for the best interests of our clients and their families, Hamilton Gray Wealth Management (Hamilton Gray) is structured and conducts its business to be as conflict free, transparent, and aligned with our clients’ interests as possible.",,,Matched
fo_026_src_01,fo_026,Yamauchi No. 10 Family Office,https://y-n10.com/,official_site,True,https://y-n10.com/,False,13825,# Yamauchi No.10 Family Office Since 2020 Enter ## 01\.,,,Matched
fo_026_src_02,fo_026,Yamauchi No. 10 Family Office,https://y-n10.com/investment/,official_site,True,https://y-n10.com/investment/,False,1504,# 理念 | Yamauchi No.10 Family Office 挑戦の先には、何が待ち受けているだろう。 そこにはきっと、 かつてない_驚き_や_豊かさ_が、 そして、あらゆることに _ワクワクできる未来_がひろがっているはず。 世界は今、_無数の課題_に直面しています。 _独創性_と_実行力_でこの局面を打破し、 常識さえも 一変させるような_イノベーション_が、今こそ必要です。 _次世代のリーダー_が持つ _先鋭的なビジョン_に共感し、 _リバース・エンジニアリング的アプローチ_で、 今の常識にともに挑んでいく。 それが、私たちの考える_投資活動_です。 実現すべき未来へ向け、 継続的な _資金支援_、_人的支援_、_コミュニティの共有_といった 包括的な_リソース_を 最大限に提供します。 挑戦とは、新たな価値を創造する、 _終わりなき旅_でもある。 その道のりを、 私たちはひたむきに進み続けます。 より良い世界をきっと、 つくりだすことができると信じて。 Yamauchi-No.10 Family Office投資部門 地球規模の課題に挑み続けること。それが、私たちYamauchi No.10 Family Officeの投資における信条です。その原動⼒となるのが、何⼗億もの⼈々の⽣活に劇的な変化をもたらす可能性を秘めた、⼈間の創造⼒と科学技術のブレイクスルーです。,,,Matched
fo_027_src_01,fo_027,Indie Asset Partners,https://indieasset.com/,official_site,True,https://indieasset.com/,False,1549,"# Indie Asset Partners, LLC – Investing & Protecting Indianapolis Indie Asset Partners offers investment advisory services for high net worth individuals, groups, and institutions.",,,Matched
fo_027_src_02,fo_027,Indie Asset Partners,https://indieasset.com/wp-content/uploads/2019/01/Indie_Asset_Partners_LLC_ADV_Part_2A_December_2018.pdf,official_disclosure,False,,True,0,,,,PDF excluded from website-content-crawler
fo_028_src_01,fo_028,Marinya Capital,https://marinya.com.au/,official_site,True,https://marinya.com.au/,False,392,"The company, originally established as John Fairfax and Sons, became known as Fairfax Media and was one of the largest media companies in Australia, having investments in newspapers, magazines, radio and the internet.",,,Matched
fo_028_src_02,fo_028,Marinya Capital,https://marinya.com.au/about/,official_site,True,https://marinya.com.au/about/,False,542,# About – Marinya ###### Marinya Capital ## About Us Marinya is the family office of John B.,,,Matched
fo_028_src_03,fo_028,Marinya Capital,https://marinya.com.au/investment-strategy/,official_site,True,https://marinya.com.au/investment-strategy/,False,2679,"# Investment Strategy – Marinya ###### Marinya Capital Marinya is a beta constrained, global concentrated long equity investor.",,,Matched
fo_029_src_01,fo_029,Reimann Investors,https://www.reimann-investors.com/,official_site,True,https://www.reimann-investors.com/,False,430,"# Willkommen bei Reimann Investors Reimann Investors ist die Unternehmens­gruppe und das Family Office von Mitgliedern der Unternehmer­familie Reimann, die sich Ende der 1990-er Jahre von ihrer Beteiligung am früheren Familien­unternehmen getrennt haben.",,,Matched
fo_029_src_02,fo_029,Reimann Investors,https://www.reimann-investors.com/family-office,official_site,True,https://www.reimann-investors.com/family-office,False,4011,# Über uns - Family Office ## Reimann Investors ##### Seit unserer Gründung im Jahr 2006 haben wir uns zu einer Unternehmensgruppe entwickelt und fokussieren unsere Investitionen auf zwei Bereiche: Kapitalmarktinvestitionen und Unternehmensbeteiligungen.,,,Matched
fo_030_src_01,fo_030,Private Wealth Asset Management,https://privatewealth.com/,official_site,True,https://privatewealth.com/,False,4069,# Private Wealth Asset Management | Asset Management Company ## You can’t buy peace of mind ## but you can plan for it.,,,Matched
fo_030_src_02,fo_030,Private Wealth Asset Management,https://privatewealth.com/who-we-serve/,official_site,True,https://privatewealth.com/who-we-serve/,False,5920,# Who We Serve | Private Wealth Asset Management ## Growing and protecting your wealth ## is just the beginning.,,,Matched
fo_030_src_03,fo_030,Private Wealth Asset Management,https://privatewealth.com/wp-content/uploads/20260327-Private-Wealth-ADV-Part-2A-FINAL.pdf,official_disclosure,False,,True,0,,,,PDF excluded from website-content-crawler
fo_031_src_01,fo_031,Bessemer Trust,https://www.bessemertrust.com/,official_site,True,https://www.bessemertrust.com/,False,90,# Private Wealth Management & Investment Advisory Enhancing private wealthfor generations,,,Matched
fo_031_src_02,fo_031,Bessemer Trust,https://www.bessemertrust.com/bessemer-experience/deep-family-office-expertise,official_site,True,https://www.bessemertrust.com/bessemer-experience/deep-family-office-expertise,False,1017,"# Deep Family Office Expertise | Bessemer Trust ## Specialists with long tenure Averaging 28 years of professional experience, Bessemer Trust’s senior team members bring expertise across all areas of wealth management.",,,Matched
fo_032_src_01,fo_032,Pathstone,https://pathstone.com/,official_site,True,https://pathstone.com/,False,13573,"$185B+ in aggregate assets.\*\* ##### CHOOSE THE SITE EXPERIENCE MOST RELEVANT TO YOU: ![](https://pathstone.com/wp-content/themes/pathstone/assets/images/icons/plus-button.svg) ### Individuals & Families An individual or family navigating the complexity of significant, multigenerational wealth and seeking a trusted partner for stewardship, strategy, and legacy.",,,Matched
fo_032_src_02,fo_032,Pathstone,https://pathstone.com/about-us/,official_site,True,https://pathstone.com/about-us/,False,4153,"$185B+ in aggregate assets.\*\* ##### CHOOSE THE SITE EXPERIENCE MOST RELEVANT TO YOU: ![](https://pathstone.com/wp-content/themes/pathstone/assets/images/icons/plus-button.svg) ### Individuals & Families An individual or family navigating the complexity of significant, multigenerational wealth and seeking a trusted partner for stewardship, strategy, and legacy.",,,Matched
